dhb,report_date,count
Capital and Coast,2022-03-13,1194
Capital and Coast,2022-03-14,1576
Capital and Coast,2022-03-15,1312
Capital and Coast,2022-03-16,1415
Capital and Coast,2022-03-17,1115
Capital and Coast,2022-03-18,1042
Capital and Coast,2022-03-19,784
Capital and Coast,2022-03-20,946
Capital and Coast,2022-03-21,1383
Capital and Coast,2022-03-22,1266
Capital and Coast,2022-03-23,1197
Capital and Coast,2022-03-24,1052
Capital and Coast,2022-03-25,864
Capital and Coast,2022-03-26,727
Capital and Coast,2022-03-27,891
Capital and Coast,2022-03-28,1034
Capital and Coast,2022-03-29,1055
Capital and Coast,2022-03-30,1015
Capital and Coast,2022-03-31,873
Capital and Coast,2022-04-01,745
Capital and Coast,2022-04-02,630
Capital and Coast,2022-04-03,748
Capital and Coast,2022-04-04,901
Capital and Coast,2022-04-05,772
Capital and Coast,2022-04-06,779
Capital and Coast,2022-04-07,677
Capital and Coast,2022-04-08,565
Capital and Coast,2022-04-09,454
Capital and Coast,2022-04-10,549
Capital and Coast,2022-04-11,675
Capital and Coast,2022-04-12,596
Capital and Coast,2022-04-13,646
Capital and Coast,2022-04-14,486
Capital and Coast,2022-04-15,333
Capital and Coast,2022-04-16,402
Capital and Coast,2022-04-17,422
Capital and Coast,2022-04-18,519
Capital and Coast,2022-04-19,701
Capital and Coast,2022-04-20,629
Capital and Coast,2022-04-21,539
Capital and Coast,2022-04-22,459
Capital and Coast,2022-04-23,373
Capital and Coast,2022-04-24,344
Capital and Coast,2022-04-25,389
Capital and Coast,2022-04-26,625
Capital and Coast,2022-04-27,584
Capital and Coast,2022-04-28,543
Capital and Coast,2022-04-29,438
Capital and Coast,2022-04-30,374
Capital and Coast,2022-05-01,414
Capital and Coast,2022-05-02,600
Capital and Coast,2022-05-03,612
Capital and Coast,2022-05-04,572
Capital and Coast,2022-05-05,484
Capital and Coast,2022-05-06,458
Capital and Coast,2022-05-07,437
Capital and Coast,2022-05-08,498
Capital and Coast,2022-05-09,603
Capital and Coast,2022-05-10,498
Capital and Coast,2022-05-11,633
Capital and Coast,2022-05-12,461
Capital and Coast,2022-05-13,456
Capital and Coast,2022-05-14,431
Capital and Coast,2022-05-15,508
Capital and Coast,2022-05-16,605
Capital and Coast,2022-05-17,641
Capital and Coast,2022-05-18,598
Capital and Coast,2022-05-19,528
Capital and Coast,2022-05-20,467
Capital and Coast,2022-05-21,351
Capital and Coast,2022-05-22,440
Capital and Coast,2022-05-23,610
Capital and Coast,2022-05-24,633
Capital and Coast,2022-05-25,544
Capital and Coast,2022-05-26,540
Capital and Coast,2022-05-27,513
Capital and Coast,2022-05-28,405
Capital and Coast,2022-05-29,527
Capital and Coast,2022-05-30,682
Capital and Coast,2022-05-31,724
Capital and Coast,2022-06-01,684
Capital and Coast,2022-06-02,560
Capital and Coast,2022-06-03,540
Capital and Coast,2022-06-04,431
Capital and Coast,2022-06-05,453
Capital and Coast,2022-06-06,547
Capital and Coast,2022-06-07,631
Capital and Coast,2022-06-08,880
Capital and Coast,2022-06-09,628
Capital and Coast,2022-06-10,508
Capital and Coast,2022-06-11,434
Capital and Coast,2022-06-12,400
Capital and Coast,2022-06-13,515
Capital and Coast,2022-06-14,513
Capital and Coast,2022-06-15,464
Capital and Coast,2022-06-16,405
Capital and Coast,2022-06-17,398
Capital and Coast,2022-06-18,311
Capital and Coast,2022-06-19,394
Capital and Coast,2022-06-20,504
Capital and Coast,2022-06-21,566
Capital and Coast,2022-06-22,519
Capital and Coast,2022-06-23,449
Capital and Coast,2022-06-24,373
Capital and Coast,2022-06-25,419
Capital and Coast,2022-06-26,543
Capital and Coast,2022-06-27,758
Counties Manukau,2020-03-04,1
Counties Manukau,2020-03-05,1
Counties Manukau,2020-03-06,1
Counties Manukau,2020-03-12,1
Counties Manukau,2020-03-17,1
Counties Manukau,2020-03-19,1
Counties Manukau,2020-03-21,4
Counties Manukau,2020-03-22,8
Counties Manukau,2020-03-23,1
Counties Manukau,2020-03-24,2
Counties Manukau,2020-03-25,5
Counties Manukau,2020-03-26,3
Counties Manukau,2020-03-27,6
Counties Manukau,2020-03-28,7
Counties Manukau,2020-03-29,4
Counties Manukau,2020-03-30,9
Counties Manukau,2020-03-31,7
Counties Manukau,2020-04-01,5
Counties Manukau,2020-04-02,6
Counties Manukau,2020-04-03,8
Counties Manukau,2020-04-04,4
Counties Manukau,2020-04-05,10
Counties Manukau,2020-04-06,7
Counties Manukau,2020-04-07,2
Counties Manukau,2020-04-08,2
Counties Manukau,2020-04-09,5
Counties Manukau,2020-04-10,1
Counties Manukau,2020-04-11,1
Counties Manukau,2020-04-13,1
Counties Manukau,2020-04-14,5
Counties Manukau,2020-04-16,3
Counties Manukau,2020-04-17,1
Counties Manukau,2020-04-18,2
Counties Manukau,2020-04-19,1
Counties Manukau,2020-04-21,2
Counties Manukau,2020-04-22,1
Counties Manukau,2020-04-24,1
Counties Manukau,2020-04-28,1
Counties Manukau,2020-04-29,1
Counties Manukau,2020-05-03,1
Counties Manukau,2020-08-11,4
Counties Manukau,2020-08-12,9
Counties Manukau,2020-08-13,7
Counties Manukau,2020-08-14,1
Counties Manukau,2020-08-15,6
Counties Manukau,2020-08-16,4
Counties Manukau,2020-08-17,6
Counties Manukau,2020-08-18,4
Counties Manukau,2020-08-19,1
Counties Manukau,2020-08-20,3
Counties Manukau,2020-08-21,5
Counties Manukau,2020-08-23,5
Counties Manukau,2020-08-24,2
Counties Manukau,2020-08-25,1
Counties Manukau,2020-08-27,1
Counties Manukau,2020-08-28,5
Counties Manukau,2020-08-29,2
Counties Manukau,2020-08-30,1
Counties Manukau,2020-08-31,1
Counties Manukau,2020-09-01,4
Counties Manukau,2020-09-02,1
Counties Manukau,2020-09-03,2
Counties Manukau,2020-09-04,1
Counties Manukau,2020-09-08,1
Counties Manukau,2020-09-10,1
Counties Manukau,2020-09-13,1
Counties Manukau,2020-09-19,2
Counties Manukau,2020-09-21,1
Counties Manukau,2020-10-21,1
Counties Manukau,2020-11-14,1
Counties Manukau,2021-02-13,2
Counties Manukau,2021-02-14,1
Counties Manukau,2021-02-16,1
Counties Manukau,2021-02-17,2
Counties Manukau,2021-02-19,1
Counties Manukau,2021-02-21,1
Counties Manukau,2021-02-23,3
Counties Manukau,2021-02-25,1
Counties Manukau,2021-02-26,1
Counties Manukau,2021-02-27,2
Counties Manukau,2021-02-28,1
Counties Manukau,2021-08-19,3
Counties Manukau,2021-08-20,8
Counties Manukau,2021-08-21,12
Counties Manukau,2021-08-22,13
Counties Manukau,2021-08-23,26
Counties Manukau,2021-08-24,22
Counties Manukau,2021-08-25,46
Counties Manukau,2021-08-26,46
Counties Manukau,2021-08-27,46
Counties Manukau,2021-08-28,57
Counties Manukau,2021-08-29,30
Counties Manukau,2021-08-30,34
Counties Manukau,2021-08-31,28
Counties Manukau,2021-09-01,32
Counties Manukau,2021-09-02,17
Counties Manukau,2021-09-03,8
Counties Manukau,2021-09-04,16
Counties Manukau,2021-09-05,8
Counties Manukau,2021-09-06,19
Counties Manukau,2021-09-07,9
Counties Manukau,2021-09-08,3
Counties Manukau,2021-09-09,9
Counties Manukau,2021-09-10,20
Counties Manukau,2021-09-11,15
Counties Manukau,2021-09-12,36
Counties Manukau,2021-09-13,12
Counties Manukau,2021-09-14,7
Counties Manukau,2021-09-15,15
Counties Manukau,2021-09-16,9
Counties Manukau,2021-09-17,15
Counties Manukau,2021-09-18,21
Counties Manukau,2021-09-19,19
Counties Manukau,2021-09-20,8
Counties Manukau,2021-09-21,18
Counties Manukau,2021-09-22,9
Counties Manukau,2021-09-23,11
Counties Manukau,2021-09-24,8
Counties Manukau,2021-09-25,13
Counties Manukau,2021-09-26,12
Counties Manukau,2021-09-27,4
Counties Manukau,2021-09-28,30
Counties Manukau,2021-09-29,18
Counties Manukau,2021-09-30,12
Counties Manukau,2021-10-01,17
Counties Manukau,2021-10-02,12
Counties Manukau,2021-10-03,8
Counties Manukau,2021-10-04,13
Counties Manukau,2021-10-05,15
Counties Manukau,2021-10-06,14
Counties Manukau,2021-10-07,16
Counties Manukau,2021-10-08,22
Counties Manukau,2021-10-09,27
Counties Manukau,2021-10-10,21
Counties Manukau,2021-10-11,14
Counties Manukau,2021-10-12,19
Counties Manukau,2021-10-13,32
Counties Manukau,2021-10-14,22
Counties Manukau,2021-10-15,12
Counties Manukau,2021-10-16,20
Counties Manukau,2021-10-17,23
Counties Manukau,2021-10-18,17
Counties Manukau,2021-10-19,30
Counties Manukau,2021-10-20,28
Counties Manukau,2021-10-21,44
Counties Manukau,2021-10-22,31
Counties Manukau,2021-10-23,32
Counties Manukau,2021-10-24,33
Counties Manukau,2021-10-25,27
Counties Manukau,2021-10-26,20
Counties Manukau,2021-10-27,42
Counties Manukau,2021-10-28,58
Counties Manukau,2021-10-29,36
Counties Manukau,2021-10-30,47
Counties Manukau,2021-10-31,49
Counties Manukau,2021-11-01,38
Counties Manukau,2021-11-02,44
Counties Manukau,2021-11-03,54
Counties Manukau,2021-11-04,75
Counties Manukau,2021-11-05,57
Counties Manukau,2021-11-06,58
Counties Manukau,2021-11-07,54
Counties Manukau,2021-11-08,37
Counties Manukau,2021-11-09,71
Counties Manukau,2021-11-10,84
Counties Manukau,2021-11-11,84
Counties Manukau,2021-11-12,79
Counties Manukau,2021-11-13,63
Counties Manukau,2021-11-14,97
Counties Manukau,2021-11-15,79
Counties Manukau,2021-11-16,87
Counties Manukau,2021-11-17,87
Counties Manukau,2021-11-18,90
Counties Manukau,2021-11-19,65
Counties Manukau,2021-11-20,120
Counties Manukau,2021-11-21,135
Counties Manukau,2021-11-22,94
Counties Manukau,2021-11-23,81
Counties Manukau,2021-11-24,93
Counties Manukau,2021-11-25,90
Counties Manukau,2021-11-26,64
Counties Manukau,2021-11-27,70
Counties Manukau,2021-11-28,88
Counties Manukau,2021-11-29,61
Counties Manukau,2021-11-30,70
Counties Manukau,2021-12-01,63
Counties Manukau,2021-12-02,45
Counties Manukau,2021-12-03,50
Counties Manukau,2021-12-04,41
Counties Manukau,2021-12-05,52
Counties Manukau,2021-12-06,30
Counties Manukau,2021-12-07,44
Counties Manukau,2021-12-08,54
Counties Manukau,2021-12-09,44
Counties Manukau,2021-12-10,43
Counties Manukau,2021-12-11,52
Counties Manukau,2021-12-12,33
Counties Manukau,2021-12-13,26
Counties Manukau,2021-12-14,26
Counties Manukau,2021-12-15,39
Counties Manukau,2021-12-16,25
Counties Manukau,2021-12-17,24
Counties Manukau,2021-12-18,39
Counties Manukau,2021-12-19,20
Counties Manukau,2021-12-20,10
Counties Manukau,2021-12-21,26
Counties Manukau,2021-12-22,41
Counties Manukau,2021-12-23,16
Counties Manukau,2021-12-24,41
Counties Manukau,2021-12-25,16
Counties Manukau,2021-12-26,10
Counties Manukau,2021-12-27,7
Counties Manukau,2021-12-28,22
Counties Manukau,2021-12-29,18
Counties Manukau,2021-12-30,14
Counties Manukau,2021-12-31,14
Counties Manukau,2022-01-01,19
Counties Manukau,2022-01-02,4
Counties Manukau,2022-01-03,3
Counties Manukau,2022-01-04,1
Counties Manukau,2022-01-05,4
Counties Manukau,2022-01-06,17
Counties Manukau,2022-01-07,7
Counties Manukau,2022-01-08,10
Counties Manukau,2022-01-09,4
Counties Manukau,2022-01-10,3
Counties Manukau,2022-01-11,3
Counties Manukau,2022-01-12,1
Counties Manukau,2022-01-13,1
Counties Manukau,2022-01-14,2
Counties Manukau,2022-01-15,3
Counties Manukau,2022-01-17,1
Counties Manukau,2022-01-18,5
Counties Manukau,2022-01-19,5
Counties Manukau,2022-01-20,9
Counties Manukau,2022-01-21,5
Counties Manukau,2022-01-22,8
Counties Manukau,2022-01-23,5
Counties Manukau,2022-01-24,3
Counties Manukau,2022-01-25,8
Counties Manukau,2022-01-26,22
Counties Manukau,2022-01-27,47
Counties Manukau,2022-01-28,35
Counties Manukau,2022-01-29,58
Counties Manukau,2022-01-30,41
Counties Manukau,2022-01-31,49
Counties Manukau,2022-02-01,59
Counties Manukau,2022-02-02,74
Counties Manukau,2022-02-03,65
Counties Manukau,2022-02-04,103
Counties Manukau,2022-02-05,78
Counties Manukau,2022-02-06,75
Counties Manukau,2022-02-07,103
Counties Manukau,2022-02-08,78
Counties Manukau,2022-02-09,216
Counties Manukau,2022-02-10,201
Counties Manukau,2022-02-11,288
Counties Manukau,2022-02-12,378
Counties Manukau,2022-02-13,325
Counties Manukau,2022-02-14,327
Counties Manukau,2022-02-15,509
Counties Manukau,2022-02-16,511
Counties Manukau,2022-02-17,1038
Counties Manukau,2022-02-18,1107
Counties Manukau,2022-02-19,1713
Counties Manukau,2022-02-20,1423
Counties Manukau,2022-02-21,2328
Counties Manukau,2022-02-22,2234
Counties Manukau,2022-02-23,1627
Counties Manukau,2022-02-24,2825
Counties Manukau,2022-02-25,3578
Counties Manukau,2022-02-26,2976
Counties Manukau,2022-02-27,3169
Counties Manukau,2022-02-28,4922
Counties Manukau,2022-03-01,6280
Counties Manukau,2022-03-02,6186
Counties Manukau,2022-03-03,6259
Counties Manukau,2022-03-04,4408
Counties Manukau,2022-03-05,3207
Counties Manukau,2022-03-06,3365
Counties Manukau,2022-03-07,4287
Counties Manukau,2022-03-08,3595
Counties Manukau,2022-03-09,2917
Counties Manukau,2022-03-10,3029
Counties Manukau,2022-03-11,2458
Counties Manukau,2022-03-12,1742
Counties Manukau,2022-03-13,1856
Counties Manukau,2022-03-14,2471
Counties Manukau,2022-03-15,2035
Counties Manukau,2022-03-16,1873
Counties Manukau,2022-03-17,1584
Counties Manukau,2022-03-18,1308
Counties Manukau,2022-03-19,998
Counties Manukau,2022-03-20,1202
Counties Manukau,2022-03-21,1556
Counties Manukau,2022-03-22,1420
Counties Manukau,2022-03-23,1266
Counties Manukau,2022-03-24,1051
Counties Manukau,2022-03-25,914
Counties Manukau,2022-03-26,659
Counties Manukau,2022-03-27,719
Counties Manukau,2022-03-28,982
Counties Manukau,2022-03-29,910
Counties Manukau,2022-03-30,872
Counties Manukau,2022-03-31,791
Counties Manukau,2022-04-01,659
Counties Manukau,2022-04-02,500
Counties Manukau,2022-04-03,617
Counties Manukau,2022-04-04,765
Counties Manukau,2022-04-05,671
Counties Manukau,2022-04-06,725
Counties Manukau,2022-04-07,514
Counties Manukau,2022-04-08,455
Counties Manukau,2022-04-09,355
Counties Manukau,2022-04-10,399
Counties Manukau,2022-04-11,601
Counties Manukau,2022-04-12,559
Counties Manukau,2022-04-13,564
Counties Manukau,2022-04-14,459
Counties Manukau,2022-04-15,343
Counties Manukau,2022-04-16,370
Counties Manukau,2022-04-17,394
Counties Manukau,2022-04-18,541
Counties Manukau,2022-04-19,798
Counties Manukau,2022-04-20,699
Counties Manukau,2022-04-21,730
Counties Manukau,2022-04-22,717
Counties Manukau,2022-04-23,458
Counties Manukau,2022-04-24,398
Counties Manukau,2022-04-25,480
Counties Manukau,2022-04-26,629
Counties Manukau,2022-04-27,694
Counties Manukau,2022-04-28,659
Counties Manukau,2022-04-29,531
Counties Manukau,2022-04-30,413
Counties Manukau,2022-05-01,537
Counties Manukau,2022-05-02,710
Counties Manukau,2022-05-03,687
Counties Manukau,2022-05-04,801
Counties Manukau,2022-05-05,614
Counties Manukau,2022-05-06,601
Counties Manukau,2022-05-07,527
Counties Manukau,2022-05-08,570
Counties Manukau,2022-05-09,866
Counties Manukau,2022-05-10,802
Counties Manukau,2022-05-11,946
Counties Manukau,2022-05-12,721
Counties Manukau,2022-05-13,681
Counties Manukau,2022-05-14,540
Counties Manukau,2022-05-15,649
Counties Manukau,2022-05-16,960
Counties Manukau,2022-05-17,908
Counties Manukau,2022-05-18,877
Counties Manukau,2022-05-19,786
Counties Manukau,2022-05-20,561
Counties Manukau,2022-05-21,455
Counties Manukau,2022-05-22,536
Counties Manukau,2022-05-23,712
Counties Manukau,2022-05-24,696
Counties Manukau,2022-05-25,621
Counties Manukau,2022-05-26,569
Counties Manukau,2022-05-27,569
Counties Manukau,2022-05-28,387
Counties Manukau,2022-05-29,504
Counties Manukau,2022-05-30,745
Counties Manukau,2022-05-31,683
Counties Manukau,2022-06-01,643
Counties Manukau,2022-06-02,530
Counties Manukau,2022-06-03,513
Counties Manukau,2022-06-04,311
Counties Manukau,2022-06-05,323
Counties Manukau,2022-06-06,441
Counties Manukau,2022-06-07,527
Counties Manukau,2022-06-08,592
Counties Manukau,2022-06-09,504
Counties Manukau,2022-06-10,371
Counties Manukau,2022-06-11,357
Counties Manukau,2022-06-12,358
Counties Manukau,2022-06-13,482
Counties Manukau,2022-06-14,464
Counties Manukau,2022-06-15,452
Counties Manukau,2022-06-16,414
Counties Manukau,2022-06-17,383
Counties Manukau,2022-06-18,257
Counties Manukau,2022-06-19,359
Counties Manukau,2022-06-20,484
Counties Manukau,2022-06-21,456
Counties Manukau,2022-06-22,421
Counties Manukau,2022-06-23,398
Counties Manukau,2022-06-24,343
Counties Manukau,2022-06-25,390
Counties Manukau,2022-06-26,519
Counties Manukau,2022-06-27,696
Hawke's Bay,2020-03-19,1
Hawke's Bay,2020-03-24,2
Hawke's Bay,2020-03-25,3
Hawke's Bay,2020-03-26,4
Hawke's Bay,2020-03-27,1
Hawke's Bay,2020-03-28,1
Hawke's Bay,2020-03-30,3
Hawke's Bay,2020-04-01,4
Hawke's Bay,2020-04-02,5
Hawke's Bay,2020-04-03,5
Hawke's Bay,2020-04-05,4
Hawke's Bay,2020-04-06,1
Hawke's Bay,2020-04-07,1
Hawke's Bay,2020-04-08,1
Hawke's Bay,2020-04-09,2
Hawke's Bay,2020-04-10,1
Hawke's Bay,2020-04-12,2
Hawke's Bay,2020-04-22,1
Hawke's Bay,2020-04-26,1
Hawke's Bay,2020-04-27,1
Hawke's Bay,2021-11-27,1
Hawke's Bay,2021-12-03,2
Hawke's Bay,2021-12-30,1
Hawke's Bay,2021-12-31,1
Hawke's Bay,2022-01-09,2
Hawke's Bay,2022-01-15,2
Hawke's Bay,2022-01-18,2
Hawke's Bay,2022-01-19,2
Hawke's Bay,2022-01-20,3
Hawke's Bay,2022-01-21,4
Hawke's Bay,2022-01-26,8
Hawke's Bay,2022-01-27,1
Hawke's Bay,2022-01-28,6
Hawke's Bay,2022-01-29,2
Hawke's Bay,2022-01-30,2
Hawke's Bay,2022-01-31,2
Hawke's Bay,2022-02-01,4
Hawke's Bay,2022-02-02,3
Hawke's Bay,2022-02-03,3
Hawke's Bay,2022-02-04,8
Hawke's Bay,2022-02-05,4
Hawke's Bay,2022-02-06,6
Hawke's Bay,2022-02-07,2
Hawke's Bay,2022-02-10,5
Hawke's Bay,2022-02-11,3
Hawke's Bay,2022-02-12,4
Hawke's Bay,2022-02-13,4
Hawke's Bay,2022-02-15,15
Hawke's Bay,2022-02-16,2
Hawke's Bay,2022-02-17,14
Hawke's Bay,2022-02-18,22
Hawke's Bay,2022-02-19,21
Hawke's Bay,2022-02-20,22
Hawke's Bay,2022-02-21,27
Hawke's Bay,2022-02-22,51
Hawke's Bay,2022-02-23,52
Hawke's Bay,2022-02-24,86
Hawke's Bay,2022-02-25,120
Hawke's Bay,2022-02-26,79
Hawke's Bay,2022-02-27,116
Hawke's Bay,2022-02-28,162
Hawke's Bay,2022-03-01,264
Hawke's Bay,2022-03-02,315
Hawke's Bay,2022-03-03,326
Hawke's Bay,2022-03-04,318
Hawke's Bay,2022-03-05,329
Hawke's Bay,2022-03-06,418
Hawke's Bay,2022-03-07,702
Hawke's Bay,2022-03-08,720
Hawke's Bay,2022-03-09,700
Hawke's Bay,2022-03-10,850
Hawke's Bay,2022-03-11,731
Hawke's Bay,2022-03-12,603
Hawke's Bay,2022-03-13,680
Hawke's Bay,2022-03-14,1112
Hawke's Bay,2022-03-15,1046
Hawke's Bay,2022-03-16,1092
Hawke's Bay,2022-03-17,960
Hawke's Bay,2022-03-18,980
Hawke's Bay,2022-03-19,685
Hawke's Bay,2022-03-20,806
Hawke's Bay,2022-03-21,1242
Hawke's Bay,2022-03-22,1076
Hawke's Bay,2022-03-23,1074
Hawke's Bay,2022-03-24,875
Hawke's Bay,2022-03-25,780
Hawke's Bay,2022-03-26,549
Hawke's Bay,2022-03-27,687
Hawke's Bay,2022-03-28,1016
Hawke's Bay,2022-03-29,900
Hawke's Bay,2022-03-30,919
Hawke's Bay,2022-03-31,717
Hawke's Bay,2022-04-01,589
Hawke's Bay,2022-04-02,417
Hawke's Bay,2022-04-03,458
Hawke's Bay,2022-04-04,692
Hawke's Bay,2022-04-05,603
Hawke's Bay,2022-04-06,488
Hawke's Bay,2022-04-07,438
Hawke's Bay,2022-04-08,362
Hawke's Bay,2022-04-09,270
Hawke's Bay,2022-04-10,287
Hawke's Bay,2022-04-11,481
Hawke's Bay,2022-04-12,360
Hawke's Bay,2022-04-13,358
Hawke's Bay,2022-04-14,263
Hawke's Bay,2022-04-15,200
Hawke's Bay,2022-04-16,185
Hawke's Bay,2022-04-17,184
Hawke's Bay,2022-04-18,282
Hawke's Bay,2022-04-19,365
Hawke's Bay,2022-04-20,366
Hawke's Bay,2022-04-21,313
Hawke's Bay,2022-04-22,249
Hawke's Bay,2022-04-23,187
Hawke's Bay,2022-04-24,200
Hawke's Bay,2022-04-25,164
Hawke's Bay,2022-04-26,335
Hawke's Bay,2022-04-27,281
Hawke's Bay,2022-04-28,282
Hawke's Bay,2022-04-29,189
Hawke's Bay,2022-04-30,147
Hawke's Bay,2022-05-01,168
Hawke's Bay,2022-05-02,285
Hawke's Bay,2022-05-03,279
Hawke's Bay,2022-05-04,232
Hawke's Bay,2022-05-05,216
Hawke's Bay,2022-05-06,207
Hawke's Bay,2022-05-07,174
Hawke's Bay,2022-05-08,185
Hawke's Bay,2022-05-09,270
Hawke's Bay,2022-05-10,258
Hawke's Bay,2022-05-11,267
Hawke's Bay,2022-05-12,219
Hawke's Bay,2022-05-13,216
Hawke's Bay,2022-05-14,195
Hawke's Bay,2022-05-15,218
Hawke's Bay,2022-05-16,362
Hawke's Bay,2022-05-17,306
Hawke's Bay,2022-05-18,306
Hawke's Bay,2022-05-19,271
Hawke's Bay,2022-05-20,254
Hawke's Bay,2022-05-21,165
Hawke's Bay,2022-05-22,166
Hawke's Bay,2022-05-23,269
Hawke's Bay,2022-05-24,219
Hawke's Bay,2022-05-25,209
Hawke's Bay,2022-05-26,155
Hawke's Bay,2022-05-27,174
Hawke's Bay,2022-05-28,132
Hawke's Bay,2022-05-29,133
Hawke's Bay,2022-05-30,232
Hawke's Bay,2022-05-31,212
Hawke's Bay,2022-06-01,232
Hawke's Bay,2022-06-02,190
Hawke's Bay,2022-06-03,195
Hawke's Bay,2022-06-04,132
Hawke's Bay,2022-06-05,113
Hawke's Bay,2022-06-06,153
Hawke's Bay,2022-06-07,201
Hawke's Bay,2022-06-08,278
Hawke's Bay,2022-06-09,170
Hawke's Bay,2022-06-10,154
Hawke's Bay,2022-06-11,148
Hawke's Bay,2022-06-12,138
Hawke's Bay,2022-06-13,187
Hawke's Bay,2022-06-14,181
Hawke's Bay,2022-06-15,158
Hawke's Bay,2022-06-16,138
Hawke's Bay,2022-06-17,104
Hawke's Bay,2022-06-18,93
Hawke's Bay,2022-06-19,115
Hawke's Bay,2022-06-20,185
Hawke's Bay,2022-06-21,158
Hawke's Bay,2022-06-22,144
Hawke's Bay,2022-06-23,165
Hawke's Bay,2022-06-24,94
Hawke's Bay,2022-06-25,125
Hawke's Bay,2022-06-26,192
Hawke's Bay,2022-06-27,263
Hutt Valley,2020-03-19,2
Hutt Valley,2020-03-22,1
Hutt Valley,2020-03-23,2
Hutt Valley,2020-03-25,1
Hutt Valley,2020-03-26,4
Hutt Valley,2020-03-27,3
Hutt Valley,2020-03-31,1
Hutt Valley,2020-04-02,4
Hutt Valley,2020-04-03,1
Hutt Valley,2020-04-05,1
Hutt Valley,2020-06-16,2
Hutt Valley,2020-11-07,1
Hutt Valley,2020-11-18,1
Hutt Valley,2021-11-30,1
Hutt Valley,2021-12-21,1
Hutt Valley,2022-01-08,1
Hutt Valley,2022-01-12,2
Hutt Valley,2022-01-18,1
Hutt Valley,2022-01-29,1
Hutt Valley,2022-01-31,1
Hutt Valley,2022-02-06,2
Hutt Valley,2022-02-07,1
Hutt Valley,2022-02-08,3
Hutt Valley,2022-02-09,4
Hutt Valley,2022-02-10,8
Hutt Valley,2022-02-11,13
Hutt Valley,2022-02-12,6
Hutt Valley,2022-02-13,11
Hutt Valley,2022-02-14,7
Hutt Valley,2022-02-15,20
Hutt Valley,2022-02-16,20
Hutt Valley,2022-02-17,26
Hutt Valley,2022-02-18,31
Hutt Valley,2022-02-19,27
Hutt Valley,2022-02-20,19
Hutt Valley,2022-02-21,47
Hutt Valley,2022-02-22,98
Hutt Valley,2022-02-23,138
Hutt Valley,2022-02-24,124
Hutt Valley,2022-02-25,137
Hutt Valley,2022-02-26,76
Hutt Valley,2022-02-27,184
Hutt Valley,2022-02-28,280
Hutt Valley,2022-03-01,432
Hutt Valley,2022-03-02,589
Hutt Valley,2022-03-03,579
Hutt Valley,2022-03-04,584
Hutt Valley,2022-03-05,619
Hutt Valley,2022-03-06,836
Hutt Valley,2022-03-07,1067
Hutt Valley,2022-03-08,1048
Hutt Valley,2022-03-09,1098
Hutt Valley,2022-03-10,1046
Hutt Valley,2022-03-11,938
Hutt Valley,2022-03-12,786
Hutt Valley,2022-03-13,752
Hutt Valley,2022-03-14,984
Hutt Valley,2022-03-15,778
Hutt Valley,2022-03-16,873
Hutt Valley,2022-03-17,657
Hutt Valley,2022-03-18,587
Hutt Valley,2022-03-19,450
Hutt Valley,2022-03-20,577
Hutt Valley,2022-03-21,814
Hutt Valley,2022-03-22,716
Hutt Valley,2022-03-23,628
Hutt Valley,2022-03-24,573
Hutt Valley,2022-03-25,473
Hutt Valley,2022-03-26,362
Hutt Valley,2022-03-27,481
Hutt Valley,2022-03-28,615
Hutt Valley,2022-03-29,593
Hutt Valley,2022-03-30,589
Hutt Valley,2022-03-31,482
Hutt Valley,2022-04-01,442
Hutt Valley,2022-04-02,382
Hutt Valley,2022-04-03,383
Hutt Valley,2022-04-04,492
Hutt Valley,2022-04-05,462
Hutt Valley,2022-04-06,394
Hutt Valley,2022-04-07,329
Hutt Valley,2022-04-08,368
Hutt Valley,2022-04-09,254
Hutt Valley,2022-04-10,327
Hutt Valley,2022-04-11,360
Hutt Valley,2022-04-12,374
Hutt Valley,2022-04-13,386
Hutt Valley,2022-04-14,278
Hutt Valley,2022-04-15,239
Hutt Valley,2022-04-16,214
Hutt Valley,2022-04-17,225
Hutt Valley,2022-04-18,271
Hutt Valley,2022-04-19,361
Hutt Valley,2022-04-20,321
Hutt Valley,2022-04-21,280
Hutt Valley,2022-04-22,237
Hutt Valley,2022-04-23,167
Hutt Valley,2022-04-24,143
Hutt Valley,2022-04-25,193
Hutt Valley,2022-04-26,281
Hutt Valley,2022-04-27,242
Hutt Valley,2022-04-28,195
Hutt Valley,2022-04-29,197
Hutt Valley,2022-04-30,136
Hutt Valley,2022-05-01,180
Hutt Valley,2022-05-02,230
Hutt Valley,2022-05-03,230
Hutt Valley,2022-05-04,236
Hutt Valley,2022-05-05,184
Hutt Valley,2022-05-06,201
Hutt Valley,2022-05-07,192
Hutt Valley,2022-05-08,177
Hutt Valley,2022-05-09,261
Hutt Valley,2022-05-10,189
Hutt Valley,2022-05-11,212
Hutt Valley,2022-05-12,182
Hutt Valley,2022-05-13,227
Hutt Valley,2022-05-14,168
Hutt Valley,2022-05-15,177
Hutt Valley,2022-05-16,252
Hutt Valley,2022-05-17,242
Hutt Valley,2022-05-18,248
Hutt Valley,2022-05-19,224
Hutt Valley,2022-05-20,176
Hutt Valley,2022-05-21,130
Hutt Valley,2022-05-22,180
Hutt Valley,2022-05-23,218
Hutt Valley,2022-05-24,217
